Geneid gene_name HFD_1 HFD_2 HFD_3 LFD_1 LFD_2 LFD_3
ENSMUSG00000026064.17 Ptp4a1 3078.66 1702.39 3011.44 1302.21 1569.99 688.79
ENSMUSG00000117310.3 Ptp4a1 3042.66 1623.72 2956.19 1233.04 1488.82 666.12
ENSMUSG00000117091.2 Gm5698 1.33 0 0 0 0 0
ENSMUSG00000086726.4 Gm9458 3.33 0 0 0 3 0
ENSMUSG00000086727.10 4931428L18Rik 23.83 7.5 57 2 51 10
ENSMUSG00000100237.2 Gm28644 2.5 0.5 0 0 1 0
ENSMUSG00002076113.1 Gm55778 0 0 0 0 0 0
ENSMUSG00000100910.2 Gm29128 2 2 1 2 3 0
ENSMUSG00000099796.2 Gm7893 1 0 0 0 0 0
ENSMUSG00000050217.14 Lgsn 1 0 0 0 1 0
ENSMUSG00000026063.5 Dnaaf6 0 0 0 0 0 0
ENSMUSG00000077664.3 Gm26145 0 0 0 0 0 0
ENSMUSG00000100205.2 Gm4850 0 0 0 0 0 0
ENSMUSG00000100592.2 Gm28645 0 0 0 0 0 0
ENSMUSG00000094215.4 Gm6489 0 0 0 0 0 0
ENSMUSG00000101093.2 Eef1a1-ps2 0 0 0 0 0 0
ENSMUSG00000070960.5 Gm19680 121 113 242 124.5 176.5 100
ENSMUSG00000088620.3 Gm23032 0 0 0 0 0 0
ENSMUSG00000082159.3 Gm7910 0 0 0 0 0 0
ENSMUSG00000026058.12 Khdrbs2 0 0 0 0 1.2 0.25
ENSMUSG00000064688.3 Gm25814 0 0 0 0 0 0
ENSMUSG00000103482.2 Gm37999 0 0 0 0 0 0
ENSMUSG00000104498.2 Gm37110 4.2 3.6 1.4 5.2 4.85 4.4
ENSMUSG00000104313.2 Gm37911 0 0 0 0 0 0
ENSMUSG00000102865.2 Gm9839 0.2 0 0.4 0.2 0.4 0.4
ENSMUSG00000102321.2 Gm37792 0 0 0 0 0 0
ENSMUSG00000091318.3 Semp2l1 0.33 0.2 0.4 1.12 0.2 0.4
ENSMUSG00000089489.3 Gm24732 0 0 0 0 0 0
ENSMUSG00000104433.2 Gm37426 0 0 0 0 0 0
ENSMUSG00002076392.1 Gm55794 0 0 0 0 0 0
ENSMUSG00000102926.2 Gm37151 0 0 0 0 0 0
ENSMUSG00000100497.2 Gm28624 0 0 0 0 0 0
ENSMUSG00000102917.2 Gm37724 1.8 4 1.25 4.2 2.8 5.6
ENSMUSG00000100481.2 Gm7114 30 41.33 47.5 25.17 42.5 31.5
ENSMUSG00000100590.2 Gm4785 0 0 0 0 0 0
ENSMUSG00000088750.3 Gm24901 0 0 0 0 0 0
ENSMUSG00000104230.2 Gm37591 0 0 0 0 0 0
ENSMUSG00000101754.3 Gm2987 0 0 0 0 0 0
ENSMUSG00000065223.4 Gm25792 0 0 0 0 0 0
ENSMUSG00000100318.3 Gm18799 0 0 0 0 0 0
ENSMUSG00000101612.3 Gm7933 0 0 0 0 0 0
ENSMUSG00000065260.3 Gm23453 1 0 0 0 0 0
ENSMUSG00000026134.12 Prim2 152.6 193.4 84.2 353.1 162.8 314.65
ENSMUSG00000101682.2 Gm29228 0.5 1.5 1.5 1.5 1 0
ENSMUSG00000102714.2 Gm37618 9 23 3 23 16 17
ENSMUSG00000102093.2 Gm17813 0 0 0 2 3 4
ENSMUSG00000103746.3 1700001G17Rik 0 6 0 7 6 5
ENSMUSG00000102198.2 Gm38173 0 0 0 0 2 0
ENSMUSG00000121274.1 ENSMUSG00000121274 5.5 3 1.5 0 4 8.5
ENSMUSG00000004768.15 Rab23 196.5 225 123.5 208 196 422.5
ENSMUSG00000042215.9 Bag2 103.5 142 69.5 105.5 106.5 114
ENSMUSG00000103072.2 Gm37905 7.5 8 5.5 6.5 8.5 3
ENSMUSG00000042197.14 Zfp451 782 1092 539 1182 1174 1224
ENSMUSG00000081402.5 Gm15455 20.17 23.5 26.5 25.5 25.17 28.17
ENSMUSG00000042182.17 Bend6 54 48 5 45 42 150
ENSMUSG00000104416.2 Gm37067 0 1 0 3 0 4
ENSMUSG00000026131.21 Dst 8153.83 7960 9716.5 8671.67 19348.83 13718.83
ENSMUSG00000103596.2 Gm37354 3 5 2 4 2 13
ENSMUSG00000099382.2 Gm28631 0 0 0 0 0 1
ENSMUSG00000084506.3 Gm23792 0 1 0 0 0 0
ENSMUSG00000103364.2 Gm38157 16 32 18 67 65.2 46
ENSMUSG00000105982.3 Mir6896 1.5 3.5 3 5 2 3.5
ENSMUSG00000096992.4 Gm26788 125.5 159 132 234 345 266.5
ENSMUSG00000103001.2 A930005N03Rik 83.5 64.5 79 67.5 159.5 93.5
ENSMUSG00000104397.2 Gm37958 0 0 0 0 0 0
ENSMUSG00000102839.2 Gm37385 0.8 1.8 0.8 1 2 0.6
ENSMUSG00000101206.2 Gm5266 0 0 0 1 0 1
ENSMUSG00000101462.3 Gm3052 2.6 9.5 7 15.7 9 18.4
ENSMUSG00000102336.3 Gm37233 76.5 135 45 220 105 212.5
ENSMUSG00000092852.3 Mir5103 0.5 2 1 0 0 0.5
ENSMUSG00000042111.10 Ccdc115 242.5 250 186.5 373 269 252.5
ENSMUSG00000101711.2 Gm28306 32.5 33 27 45.5 21.5 23.5
ENSMUSG00000026127.14 Imp4 699.5 797.7 674.7 801.5 569.5 499.5
ENSMUSG00000026126.16 Ptpn18 319.4 345 64.5 606.4 265.1 359.2
ENSMUSG00000100280.4 Gm28417 78.9 84.25 17 143.1 65.5 85.2
ENSMUSG00000101223.8 4930568A12Rik 8 6 2 16 6 6
ENSMUSG00000026125.10 Prss39 0 0 0 0 0 0
ENSMUSG00000101116.2 Gm28416 0 0 0 0 0 0
ENSMUSG00000026124.5 Cfc1 0 0 0 0 0 0
ENSMUSG00000101803.2 Gm28419 0 0 0 0 0 0
ENSMUSG00000037529.14 Prss40 0 0 0 0 0 0
ENSMUSG00000045815.5 1700101I19Rik 0 0 0 0 0 0
ENSMUSG00000045174.11 Amer3 0 0 0 0 0 0
ENSMUSG00000100524.2 Gm28418 0 0 0 0 0 0
ENSMUSG00000102499.2 Gm36984 0 0 0 0 0 0
ENSMUSG00000103521.2 Gm29730 0 0 0 0 0 0
ENSMUSG00000104098.2 AA619741 0 0 0 0 0 0
ENSMUSG00000037509.22 Arhgef4 46.5 78 30.5 85.5 72 70
ENSMUSG00000102537.2 Gm37224 0 0 0 0 0 0
ENSMUSG00000102612.2 Gm37845 0 0 0 0 0 0
ENSMUSG00000118272.2 Gm55978 0 1 0 1 0 1.5
ENSMUSG00000104002.3 Gm38336 12 29.5 5.5 33 28.5 17.5
ENSMUSG00000037503.13 Fam168b 2394 2757 1837.5 2754 2371 2865
ENSMUSG00000104358.2 Gm37127 38.5 79.5 21.5 80.5 82.5 77
ENSMUSG00000026123.12 Plekhb2 1084 1185 722.2 1386 908 877.2
ENSMUSG00000103716.2 Gm19430 0 0 0 0 0 0
ENSMUSG00000103548.2 Gm37670 3 1 0 2 1 4
ENSMUSG00000103760.2 Gm8009 11 9 7 9 7 9
ENSMUSG00000103997.2 Gm38027 0 0 0 0 0 0
ENSMUSG00000077231.3 Gm25096 0 0 0 0 0 0
ENSMUSG00000104417.2 Gm37068 0 0 0 0 0 0
ENSMUSG00000064601.3 Gm25634 0 0 0 0 0 0
ENSMUSG00000101714.2 Gm28415 0 0 0 0 0 0
ENSMUSG00000102531.2 1110002O04Rik 1 0 0 0 0 2
ENSMUSG00000103096.2 Gm8022 0 0 0 0 0 0
ENSMUSG00000102279.2 Gm37146 0 0 1 0 0 0
ENSMUSG00000103708.3 Gm33222 0 0 0 0 0 0
ENSMUSG00000104201.2 4930535G08Rik 0 0 0 0 0 0
ENSMUSG00000102434.2 Gm38049 1 2 0 0 0 1
ENSMUSG00000045216.8 Hs6st1 421.5 480.5 260 599.5 398 531
ENSMUSG00000104523.2 Gm37335 41.5 49.5 26 59.5 35 50
ENSMUSG00000102202.3 Gm33280 14 39 9 20 24 16
ENSMUSG00000037470.15 Uggt1 1889.33 2546 1620 3526.5 2505.5 3739.2
ENSMUSG00000098752.3 Mir6897 1 2 0 1.5 0.5 0
ENSMUSG00000047180.9 Neurl3 291 329 33 532 193 174
ENSMUSG00000037447.17 Arid5a 219 277 174 619 413 395.25
ENSMUSG00000102762.2 4930403P22Rik 2 3 0 6 7 4
ENSMUSG00000010453.13 Kansl3 1214 1412 910 1252.5 1178 955
ENSMUSG00000098680.3 Mir6898 0 1 0 1.5 0 0
ENSMUSG00000037432.16 Fer1l5 77 70.5 92 59.5 91.5 54
ENSMUSG00000001143.14 Lman2l 358.7 463.5 555.5 390.5 513.03 359.5
ENSMUSG00000037408.11 Cnnm4 184.75 187 126.5 291 220 297.5
ENSMUSG00000104316.2 Gm37909 4 10 0 7 10 12
ENSMUSG00002075980.1 Gm56056 3.5 3 2.5 4 5 3.5
ENSMUSG00000001138.14 Cnnm3 306.75 353.5 311.5 308 426.5 343
ENSMUSG00000102845.2 Gm38033 2 3.5 1.5 4 6.5 2
ENSMUSG00000067653.13 Ankrd23 83.83 98.33 449.5 51.5 954.33 223.5
ENSMUSG00000109510.2 Gm42417 91.83 90.83 427 45.5 878.33 208
ENSMUSG00000079610.10 Ankrd39 100.33 105.83 81.5 110.2 85.33 88.5
ENSMUSG00000026121.14 Sema4c 183 299.5 118.5 328 262.5 423
ENSMUSG00000087589.4 D430040D24Rik 21.5 33.5 13.5 30.5 34 41.5
ENSMUSG00000046337.18 Fam178b 3.5 10 24 3.5 11.5 4.5
ENSMUSG00000089906.2 Gm6428 11.7 7.5 6.6 7.9 11.1 6.5
ENSMUSG00002075377.1 Gm56095 0 0 0 0 0 0
ENSMUSG00000061518.12 Cox5b 5457.67 4374.67 4942.5 2541.83 2066.33 1360.17
ENSMUSG00000037351.10 Actr1b 1522 1500 1553 1383 1182 1435
ENSMUSG00000102416.5 4933424G06Rik 0 1 0 2 0.5 2
ENSMUSG00000104237.2 Gm33533 0 0 0 0 2.5 0
ENSMUSG00000026117.11 Zap70 18 31 0 28 20 3
ENSMUSG00000097291.2 Gm18828 0 0 0 0 2 0
ENSMUSG00000026116.12 Tmem131 1483 1719 1301 2036.5 2017.5 1816.5
ENSMUSG00000103016.2 Gm37506 2 5 0 3 0 6
ENSMUSG00000102930.2 Gm38115 20 37 16 64 32 20
ENSMUSG00000103159.2 F830112A20Rik 30 59 24 106 64 46
ENSMUSG00000080054.4 Rpl12-ps1 3.82 5.97 1.7 10.92 4.5 8.5
ENSMUSG00000119706.1 n-R5s210 0 0 0 0 0 0
ENSMUSG00000050122.20 Vwa3b 2 2 3 2 15 7
ENSMUSG00000103603.2 Gm37020 0 1 0 0 0 0
ENSMUSG00000026114.15 Cnga3 11 7 1 2 4 0
ENSMUSG00000102231.2 1700074A21Rik 0 0 0 0 0 0
ENSMUSG00000026113.18 Inpp4a 471 656 332 886 979 998
ENSMUSG00000086064.2 4930439A04Rik 5 9 6 18 16 15
ENSMUSG00000102879.2 Gm37135 2 9 2 11 12 8
ENSMUSG00000026112.8 Coa5 4690 3905 4151 3006 2501 1651
ENSMUSG00000026111.16 Unc50 469 530.5 481 589 447 548
ENSMUSG00000026110.16 Mgat4a 407 808.5 286 1320 495 592
ENSMUSG00000103948.2 4930594C11Rik 15.75 47 10 67.25 29 26.5
ENSMUSG00000087233.2 Gm43213 15.75 25 11 39.75 19 16.5
ENSMUSG00000026090.17 Cracdl 3 6 1 13 7 14
ENSMUSG00000089767.2 4930556I23Rik 0 0 0 0 0 0
ENSMUSG00000104365.2 4930470B04Rik 0 0 0 0 0 0
ENSMUSG00000102650.2 Gm19863 1 0 0 0 0 0
ENSMUSG00000060771.16 Tsga10 229 261 151 290 208 194
ENSMUSG00000097268.2 Gm26805 2 4 4 1 2 0
ENSMUSG00000037216.6 Lipt1 246.5 203 231 112 101.5 62.5
ENSMUSG00000026088.16 Mitd1 234.5 382 177 562 231.5 366.5
ENSMUSG00000026087.12 Mrpl30 1469 1268.5 1952 1015 983 636
ENSMUSG00000061584.7 Lyg2 0 0 0 0 0 0
ENSMUSG00000087374.2 Gm15457 0 0 0 0.33 0.5 0
ENSMUSG00000026085.12 Lyg1 0 0 0 0 0 0
ENSMUSG00002076708.1 Gm56189 0 0 0 0 0 0
ENSMUSG00000058407.13 Txndc9 845 974 830 1265.5 775.5 842
ENSMUSG00000026083.13 Eif5b 1441.5 1540 1394.5 1866.5 1665 1387
ENSMUSG00000026082.12 Rev1 306.5 475 432.5 498.5 633 434.5
ENSMUSG00000103804.2 Gm37062 9 26 10 18 25 19
ENSMUSG00000102716.2 Gm5099 0 0 0 0 0 0
ENSMUSG00000037138.19 Aff3 66 85 68 100 146 95
ENSMUSG00000085391.2 Gm16150 2 3 2 1 0 4
ENSMUSG00000085280.2 Gm16151 0 1 0 2 1 1
ENSMUSG00000087131.8 Gm16152 4 1 0 0 6 2
ENSMUSG00000102984.2 Gm34727 0 2 1 0 2 0
ENSMUSG00000102541.2 Gm38135 0 0 0 0 0 0
ENSMUSG00000103531.2 2610300A13Rik 0 0 0 0 0 0
ENSMUSG00000048814.12 Lonrf2 21 26 19 20 36 21
ENSMUSG00000026080.15 Chst10 12 19.7 9.2 18.1 33 60
ENSMUSG00000103647.2 Gm37707 0 1 0 0 0 0
ENSMUSG00000102447.2 Gm6621 1.5 0.5 0 0 0 0
ENSMUSG00000067604.9 Nms 0 0 0 0 0 0
ENSMUSG00000026078.11 Pdcl3 393 422 350 581 369 417
ENSMUSG00000103046.2 Gm37309 7 41 9 55 26 21
ENSMUSG00000104188.2 Gm37821 0 0 0 0 1 0
ENSMUSG00000103182.2 Gm37091 1.2 1.2 2.6 1.2 3 1.4
ENSMUSG00000098833.3 Mir6349 0 0 0 0 0 0
ENSMUSG00000026077.16 Npas2 82 67 9 59 29 80
ENSMUSG00000092553.2 Gm20428 2 2 0 2 0 2
ENSMUSG00000092563.2 Gm3617 1.4 1.25 1.2 0.65 1.4 3.2
ENSMUSG00000073702.12 Rpl31 2720.01 2668.96 2544.26 3642.03 2702.43 3557.01
ENSMUSG00000003134.11 Tbc1d8 332 486 113.5 547.5 443 334
ENSMUSG00000102607.2 Gm37265 0 3 0 6 3 3
ENSMUSG00000065629.4 Gm24826 2.1 0 0 1 0.6 0.1
ENSMUSG00002076218.1 Gm24826 2.1 0 0 1 0.6 0.1
ENSMUSG00000003135.16 Cnot11 289.5 317 278 371 351 356
ENSMUSG00000085894.2 Gm15832 128.5 148.5 61.5 277.5 108 119
ENSMUSG00000077704.3 Snord89 7 6 3 16 4 6
ENSMUSG00000048234.14 Rnf149 602.5 660.5 396.5 1261.5 550 743
ENSMUSG00000064936.3 Gm23722 6 11 2 18 7 15
ENSMUSG00000102471.2 Gm5100 0 0 1.2 0.2 0 0
ENSMUSG00000050967.6 Creg2 13.5 14 1 33 2 6
ENSMUSG00000097083.2 D930019O06Rik 0.5 0 0 4 0 1
ENSMUSG00000057173.9 Rfx8 0 2 1 4 1 1
ENSMUSG00000091937.4 Gm3646 0 0 1 0 1 0
ENSMUSG00000101634.7 1700066B17Rik 0 0 0 0 0 0
ENSMUSG00000026074.16 Map4k4 3035 3424 2142 4356 2936 4200
ENSMUSG00000102985.2 4930456G14Rik 0 0 0 0 1 0
ENSMUSG00000026073.14 Il1r2 40 44 289 103 355 156
ENSMUSG00000097899.3 Gm16894 1 3 7 5 5 10
ENSMUSG00000102975.2 Gm37347 5 6 1 20 2 58
ENSMUSG00000026072.13 Il1r1 994 1194 863 1728 1873.5 2011.5
ENSMUSG00000103560.2 Gm38070 44.5 60.92 22.83 106.38 157.42 98.63
ENSMUSG00000070942.9 Il1rl2 434 473 661 285 1307 1352
ENSMUSG00000103230.2 Gm17970 9 13 8 6 37 28
ENSMUSG00000026069.16 Il1rl1 266 1483 206 377 220 2428
ENSMUSG00000026070.16 Il18r1 55 72 6 91 36 17
ENSMUSG00000026068.12 Il18rap 101 141 14 221 71 95
ENSMUSG00000104441.2 Gm35801 0 0 0 0 0 0
ENSMUSG00000026065.9 Slc9a4 17 30 0 21 9 11
ENSMUSG00000102676.2 Gm37435 0 0 0 0 4 0
ENSMUSG00000026062.13 Slc9a2 16 4 78 2 180 14.5
ENSMUSG00000103679.2 Gm37623 1 0 0 0 2 0.5
ENSMUSG00000103270.3 Gm37915 49.5 41.5 39 40 32.5 45
ENSMUSG00000041945.13 Mfsd9 73.5 81.5 64 78 72.5 88
ENSMUSG00000079588.4 Tmem182 517 359 1870 185 1728 209
ENSMUSG00000094136.3 Gm5973 1 3 1 1 6 0
ENSMUSG00000104072.2 4930448I06Rik 0 0 0 0 0 0
ENSMUSG00000100185.2 Gm28634 0 0 0 0 0 0
ENSMUSG00000100832.3 Gm29260 0 0 0 0 0 0
ENSMUSG00000100178.2 Gm5267 0.2 0.4 0.4 0.4 0.6 0.4
ENSMUSG00000101877.2 Gm8176 0 0 0 0 0 0
ENSMUSG00000053640.3 Gm9915 0 0 0 0 0 0
ENSMUSG00000101919.2 Gm29664 0 0 0 0 0 0
ENSMUSG00000101299.4 Gm28175 0 0 0 0 0 0
ENSMUSG00000100180.2 Gm28140 0 0 0 0 0 0
ENSMUSG00000103106.2 Gm37047 0 0 0 0 0 0
ENSMUSG00000060424.16 Pantr1 0 0 0 0 0 1
ENSMUSG00000104199.2 4930420N18Rik 0 0 0 0 0 0
ENSMUSG00000121019.1 ENSMUSG00000121019 0 0 0 0 0 0
ENSMUSG00000045515.5 Pou3f3 0 2 3 1 0 5
ENSMUSG00000093436.7 Gm20646 0 0 0 0 0 0
ENSMUSG00000097063.5 Pantr2 0 0 0 0 2 0
ENSMUSG00000099784.2 Dalir 0 0 0 0 0 0
ENSMUSG00000060679.15 Mrps9 616 786 556 659 510 374
ENSMUSG00000077448.3 Gm23126 4 2 0 2 2 1
ENSMUSG00000041907.10 Gpr45 3 6 0 4 0 3
ENSMUSG00002075628.1 Gm56302 0 0 0 0 1 0
ENSMUSG00000070939.10 Tgfbrap1 719 787 912 893 1086.5 906
ENSMUSG00000100269.2 Gm28782 1 2 0 2 3.5 1.5
ENSMUSG00000041878.4 8430432A02Rik 11 19 9 11 11 10.5
ENSMUSG00000010290.8 AI597479 389 395 380 408 390 324
ENSMUSG00000008136.15 Fhl2 132 107 15 138 97 423
ENSMUSG00000094497.2 Gm8210 78 81.93 99.4 117.26 74.65 108.8
ENSMUSG00000120601.1 ENSMUSG00000120601 0 0.2 0 0.2 0 0
ENSMUSG00000099576.2 Gm29040 0 0 0 1 1 0
ENSMUSG00000099694.2 Gm29610 0 0 0 0 0 0
ENSMUSG00000101923.2 Gm29041 0 0 0 0 0 0
ENSMUSG00000066877.12 Nck2 301.5 335 188.5 442 339 285
ENSMUSG00000103422.2 Gm37536 6 23 6 18 10 10
ENSMUSG00000103945.2 Gm38228 12 18 7 25 14 14
ENSMUSG00000026051.9 Ecrg4 2 3 2 4 8 9
ENSMUSG00000100764.2 Gm29155 1 2 1 3 5 1.5
ENSMUSG00000100635.2 Gm29157 0 2 2 5 0 1
ENSMUSG00000100480.2 Gm29156 7 4 1 5 12 11
ENSMUSG00000057363.13 Uxs1 365.5 343.5 338.5 388.5 358 469
ENSMUSG00000090243.2 Gm16103 4 8 0 13 6 12
ENSMUSG00000100701.2 Gm19587 6.5 2.5 4.5 2.5 4 4.5
ENSMUSG00000101395.2 Gm8241 0 0 0 0 0 0
ENSMUSG00000088848.3 Gm26352 0 0 0 0 0 0
ENSMUSG00002075225.1 Gm54687 0 0 0 0 0 0
ENSMUSG00000120105.1 ENSMUSG00000120105 18 12 11 8 6 8.5
ENSMUSG00000041763.15 Tpp2 1671 2026 1345 2549 1919 1867.5
ENSMUSG00000047343.5 Mettl21c 7 31 36 36 77 25
ENSMUSG00000090106.2 Gm15838 2 0 0 0 0 0
ENSMUSG00000091844.3 Gm8251 15 22 3 35 18.5 15
ENSMUSG00000026049.12 Tex30 102.5 107 52 148.5 69.5 106.5
ENSMUSG00000101104.7 Gm29247 43 48 26.5 59 42.5 88
ENSMUSG00000026047.14 Poglut2 207.5 255.5 125.5 389.5 216.5 525.5
ENSMUSG00000041684.12 Bivm 277 311.5 238 312 273 342
ENSMUSG00000026048.17 Ercc5 286 376 347 381 492 462
ENSMUSG00000046828.4 Mettl21e 0 0 3 0 29 1
ENSMUSG00000089703.2 Gm15833 0 0 1 0 10 1
ENSMUSG00000100966.2 Gm5700 0 0 0 0 0 0
ENSMUSG00000100769.2 Gm28893 0 0 0 0 11 0
ENSMUSG00000101567.2 Txn-ps1 28.5 32 20 49.5 27.5 30
ENSMUSG00000056870.10 Gulp1 195 291 198 225 694 486
ENSMUSG00000102319.2 Gm37626 44 91 23 63 171 90
ENSMUSG00000089877.2 Gm16102 0 5 2 4 6 2
ENSMUSG00000101701.2 4930521E06Rik 0 3 7 2 15 7
ENSMUSG00000103071.2 Gm38110 1.13 6.02 2.5 7.2 18.92 5.65
ENSMUSG00000100434.2 Gm3489 0 1 0 0 0 0
ENSMUSG00000100013.2 Gm19480 0 0 0 0 0 0
ENSMUSG00000101251.2 Gm3496 0 0 0 0 0 0
ENSMUSG00000101937.2 Gm5268 1 0 0.33 0 0 0
ENSMUSG00000026043.19 Col3a1 166637.5 163249.5 41973 104456.5 232675.5 628683.44
ENSMUSG00002074901.1 Gm54819 2278.5 1903 538.5 1354.5 2828.5 8152.5
ENSMUSG00000026042.17 Col5a2 15764 15284 4606.5 12750 15446 47921
ENSMUSG00000104476.2 Gm38211 212 212.5 42 169 249 610
ENSMUSG00000100218.2 Gm8296 1 0 0 0 0 2
ENSMUSG00000100361.2 Gm7063 0 0 0 0 1 1
ENSMUSG00000100894.2 Gm8304 0 0 0 0 0 0
ENSMUSG00000119267.1 Gm23216 0 0 0 0 0 0
ENSMUSG00000065255.3 Gm23974 0 0 0 1 2 0
ENSMUSG00000100843.2 Gm8307 6 1 1 6 2 9
ENSMUSG00000087764.3 Gm23984 0 0 0 0 0 0
ENSMUSG00000025995.17 Wdr75 502 591 420 829 454 759
ENSMUSG00000099850.2 Gm28906 0 0 0 0.2 1 0
ENSMUSG00000084817.4 Gm5526 739.6 652.03 729.58 790.35 592.87 752.05
ENSMUSG00000121041.1 ENSMUSG00000121041 1 1 0 0 0 0
ENSMUSG00000098549.3 Gm5269 0.4 1.8 0.4 0.8 0.8 1.4
ENSMUSG00000099381.2 Gm18303 2 4 0 7 1 7
ENSMUSG00000025993.11 Slc40a1 1550 1472 161 1296 198 1816
ENSMUSG00000099946.2 Gm9496 1 0.5 1 2 2.5 1.5
ENSMUSG00000070896.3 Rpl23a-ps1 0.7 0.7 1 0 0.2 0.4
ENSMUSG00000090682.5 Gm3852 8.5 9 21 4.5 11 4
ENSMUSG00000044457.9 Stk-ps2 0 0 0 0 0 0
ENSMUSG00000099432.2 Gm18849 1 0.5 1 1 1.5 2
ENSMUSG00000041144.13 Dnah7b 48 83.2 24.33 32.33 72.17 110.33
ENSMUSG00000119743.1 n-R5s211 0 0 0 0 0 0
ENSMUSG00000101262.2 Gm8326 124.93 145.46 69.15 236.83 82.38 74.4
ENSMUSG00000101337.7 Dnah7c 12 16 9.83 13.83 19.67 19.83
ENSMUSG00000025986.7 Slc39a10 463 608.5 350 813.5 571.5 580
ENSMUSG00000100213.2 Gm28151 11 25 10 31 50 12
ENSMUSG00000103129.2 Gm37393 0 0 0 0 2 0
ENSMUSG00000100160.2 Gm28527 3.33 6.5 5.67 10.83 5 4.5
ENSMUSG00000101921.2 Gm28825 1.7 1.2 1.4 1.98 1.5 1.4
ENSMUSG00000101447.2 Gm28826 0 0 0 0.2 0.2 0
ENSMUSG00000081185.2 Gm4852 16.63 16.05 18.07 19.1 19.08 17.07
ENSMUSG00000103246.2 Gm38090 0 0 0 0 0 0
ENSMUSG00000098876.3 Mir6350 0 0 0 0 0 0
ENSMUSG00000100530.2 Gm18117 0 0 0 1 0 0
ENSMUSG00000104067.2 Gm37196 0 0 0 0 0 0
ENSMUSG00000100033.2 Gm8337 316.33 347.01 156.85 624.48 204.68 229.91
ENSMUSG00002075213.1 Gm54870 0.2 0.2 0.2 0.6 0.6 0.2
ENSMUSG00002076633.1 Gm54871 0 0 0 0 0 0
ENSMUSG00000101996.2 Gm19206 0 0 0 0 0 0
ENSMUSG00000096973.2 Gm5974 0 0 0 0 0 0
ENSMUSG00000064943.3 Gm23240 0.2 0 0 0 0 0
ENSMUSG00000100866.2 Gm28830 0 0 0 0 0 0
ENSMUSG00000101721.2 Gm8354 0 0 0 0 0 0
ENSMUSG00000099376.2 Gm19124 0 0 0 0 0 0
ENSMUSG00000097883.2 Gm8357 0.5 0 0 0 0 0
ENSMUSG00002076043.1 Gm54872 0 0 0 0 0 0
ENSMUSG00000099698.2 Gm28740 0 0 0 0 0 0
ENSMUSG00000099454.2 Gm8367 0 0 0 0 0 0
ENSMUSG00000051616.15 C230029F24Rik 0 0 0 0 0 0
ENSMUSG00000099627.2 Gm6757 0 0 0 0 0 0
ENSMUSG00000099577.2 Gm3605 0 0 0 0 0 0
ENSMUSG00000099882.2 Gm28388 0 0 0 0 0 0
ENSMUSG00000101760.2 Gm8384 0 0 0 0 0 0
ENSMUSG00000099608.2 4933411E06Rik 0.2 1 0 0.7 0 0
ENSMUSG00000099864.2 Gm8391 0 0 0 0 0 0
ENSMUSG00002075839.1 Gm54883 0 0 0 0 0 0
ENSMUSG00000100451.2 Gm29665 0 0 0 0 0 0
ENSMUSG00000099941.2 Gm20118 0 0 0 0 0 0
ENSMUSG00002075589.1 Gm54885 0 0 0 0 0 0
ENSMUSG00000100816.2 Gm28321 0 0 0 0 0 0
ENSMUSG00000026109.15 Tmeff2 275 270 355 164 794 787
ENSMUSG00000100671.2 Gm28322 0 0 0 0 0 0
ENSMUSG00002075527.1 Gm54895 0.2 0 1 0 2 3
ENSMUSG00000101242.2 Gm28319 3 3 5 1 8 6
ENSMUSG00000099924.2 Gm28320 12 14 14 7 64 29
ENSMUSG00000099625.2 Gm29325 2 8 3 1 5 6
ENSMUSG00000101799.2 9330175M20Rik 2 1 6 1 7 5
ENSMUSG00000045954.8 Cavin2 4342 4250 8866 4348 6741 2432
ENSMUSG00000099741.2 Gm5253 0 0 0 0 2 0
ENSMUSG00000101702.2 1700072G22Rik 0 0 0 0 0 1
ENSMUSG00000026107.12 Nabp1 1661.5 2510 2639 1779 2234 879
ENSMUSG00000120049.1 ENSMUSG00000120049 16.5 21 10 33 17 12
ENSMUSG00000099413.2 Gm17767 2 4 2 6 4 1
ENSMUSG00000103424.2 Gm37535 1 0 0 1 0 0
ENSMUSG00000101741.3 Gm28055 1 9 2 9 0 5
ENSMUSG00000018417.15 Myo1b 504.33 1066 617 1614 737.5 1791
ENSMUSG00000101724.2 Gm29453 3 12 7 10 3 14
ENSMUSG00000100313.2 Gm28323 7 20 3 24 12 16
ENSMUSG00000100696.2 Gm8419 0 0 0 0 0 0
ENSMUSG00002075355.1 Gm54983 0 0 0 0 0 0
ENSMUSG00000072324.5 Gm8420 1.08 1.27 0.8 1.58 1.32 2.27
ENSMUSG00000062939.12 Stat4 45 52 7 69.5 29.5 22
ENSMUSG00000101628.2 Gm28177 1501 2432.5 1137 3461 1780.5 1219.5
ENSMUSG00000078291.2 Gm3940 87.45 75.63 91.05 88.2 75 90.6
ENSMUSG00000109599.2 Gm31812 7 7 19 6 15 2
ENSMUSG00000026104.15 Stat1 2854 4627.5 2168 6380.5 3533 2246.5
ENSMUSG00000099569.2 Gm18301 19 48 8 82 46 30
ENSMUSG00000026103.15 Gls 1535.2 2212 822 3233 2076 2445.2
ENSMUSG00000099648.2 Gm5975 0 0 0 0 0 0
ENSMUSG00000065192.3 Gm23460 0 0 0 0 0 0
ENSMUSG00000002881.15 Nab1 1162.5 1240.33 1259.5 1848.5 1287 1161.5
