Geneid	gene_name	Foam_1	Foam_2	Foam_3	NonFoam_1	NonFoam_2	NonFoam_3
ENSMUSG00000101726.2	Gm7858	24.00	19.00	21.00	24.00	22.65	32.20
ENSMUSG00002075317.1	Gm55771	0	0	0	0	0	0
ENSMUSG00002075289.1	Gm55772	0	0	0	0	0	0
ENSMUSG00000053185.3	Gm9898	0	0	0	0	0	0
ENSMUSG00000100261.2	Gm6473	78	86.50	109	105.50	59	100.50
ENSMUSG00000101180.2	Gm2914	0	0	0	1	1	0
ENSMUSG00000048874.16	Phf3	444	354	205	549	240.50	478
ENSMUSG00000103783.2	Gm37522	3	0	0	0	9	2
ENSMUSG00000104315.2	Gm37906	19.20	0.78	27.20	7.20	3	1
ENSMUSG00000026064.17	Ptp4a1	2044.16	1600.47	1898.78	1797.90	2241.19	3379.77
ENSMUSG00000117310.3	Ptp4a1	1984.16	1600.47	1882.78	1584.90	2145.19	3297.02
ENSMUSG00000117091.2	Gm5698	0	0	0	0	0	0.20
ENSMUSG00000086726.4	Gm9458	1	0	0	0	0	0.20
ENSMUSG00000086727.10	4931428L18Rik	0	6	0	8.50	0	1
ENSMUSG00000100237.2	Gm28644	0	0	0	1	0	0
ENSMUSG00002076113.1	Gm55778	0	0	0	0	0	0
ENSMUSG00000100910.2	Gm29128	1	0	0	1	0	0
ENSMUSG00000099796.2	Gm7893	0	0	0	0	0	0
ENSMUSG00000050217.14	Lgsn	0	1	0	0.50	1	0
ENSMUSG00000026063.5	Dnaaf6	0	0	0	0	0	0
ENSMUSG00000077664.3	Gm26145	0	0	0	0	0	0
ENSMUSG00000100205.2	Gm4850	0	0	0	1	0	0
ENSMUSG00000100592.2	Gm28645	0	0	0	0	0	0
ENSMUSG00000094215.4	Gm6489	0	0	0	0	0	0
ENSMUSG00000101093.2	Eef1a1-ps2	0	0	0	1	0	0
ENSMUSG00000070960.5	Gm19680	133.50	112	158.50	34	18	22.50
ENSMUSG00000088620.3	Gm23032	0	0	0	0	0	0
ENSMUSG00000082159.3	Gm7910	0	0	0	1	0	0
ENSMUSG00000026058.12	Khdrbs2	12.40	12.00	9.80	9.40	10.05	21.05
ENSMUSG00000064688.3	Gm25814	0	0	0	1	0	0
ENSMUSG00000103482.2	Gm37999	0	0	0	0	0	0
ENSMUSG00000104498.2	Gm37110	1.20	1.20	0.60	2.80	0.80	1.60
ENSMUSG00000104313.2	Gm37911	0	0	0	1	0	0
ENSMUSG00000102865.2	Gm9839	1.50	0	0	0.20	1.20	0.20
ENSMUSG00000102321.2	Gm37792	0	0	0	0.20	0	0
ENSMUSG00000091318.3	Semp2l1	0.50	0	0	0	0	0
ENSMUSG00000089489.3	Gm24732	0	0	0	0	0	0
ENSMUSG00000104433.2	Gm37426	0	0	0	3	0	0
ENSMUSG00002076392.1	Gm55794	0	0	0	0	0	2
ENSMUSG00000102926.2	Gm37151	1	2	0	0	0	1
ENSMUSG00000100497.2	Gm28624	0	0	0	4	0	0
ENSMUSG00000102917.2	Gm37724	0	0.80	0.20	1.40	0.80	0.20
ENSMUSG00000100481.2	Gm7114	13.17	19.75	10.92	21.00	18.00	17.25
ENSMUSG00000100590.2	Gm4785	8	8.50	6	3.50	7.50	5
ENSMUSG00000088750.3	Gm24901	0	0	0	0	0	0
ENSMUSG00000104230.2	Gm37591	0	0	0	0	0	2
ENSMUSG00000101754.3	Gm2987	0	1	1	2	0	0
ENSMUSG00000065223.4	Gm25792	0	0	0	0	0	0
ENSMUSG00000100318.3	Gm18799	1	0	0	2	0	0
ENSMUSG00000101612.3	Gm7933	2	3.50	1.50	8	6	3.50
ENSMUSG00000065260.3	Gm23453	0	0	0	0	0	0
ENSMUSG00000026134.12	Prim2	416.20	344.20	575.60	893.60	362.80	721.60
ENSMUSG00000101682.2	Gm29228	34.67	35.65	26.25	22.45	29.28	53.05
ENSMUSG00000102714.2	Gm37618	1	8	0	4	0	0
ENSMUSG00000102093.2	Gm17813	2.25	0.50	2.50	1	1	0.78
ENSMUSG00000103746.3	1700001G17Rik	0	0	17	0	0	0
ENSMUSG00000102198.2	Gm38173	0	0	1	2	0	0
ENSMUSG00000121274.1	ENSMUSG00000121274	0	0	0	0.50	0	0
ENSMUSG00000004768.15	Rab23	56	12	58	54.50	60	1
ENSMUSG00000042215.9	Bag2	39	1	49	66	53	3
ENSMUSG00000103072.2	Gm37905	0	1	4	3	1	0
ENSMUSG00000042197.14	Zfp451	278	190	246	341	289.20	225.50
ENSMUSG00000081402.5	Gm15455	7.67	26.33	9.00	2.83	6.50	15.00
ENSMUSG00000042182.17	Bend6	237	181	258	322	356	510
ENSMUSG00000104416.2	Gm37067	0	0	0	2	0	19
ENSMUSG00000026131.21	Dst	158.17	87.83	141.00	588.00	433.00	561.00
ENSMUSG00000103596.2	Gm37354	0	0	0	4	25	1
ENSMUSG00000099382.2	Gm28631	0.50	0	0	0	0	0
ENSMUSG00000084506.3	Gm23792	0	0	0	0	0	0
ENSMUSG00000103364.2	Gm38157	6.20	0.40	0	31.85	18	23
ENSMUSG00000105982.3	Mir6896	0	0	0	1	0	0
ENSMUSG00000096992.4	Gm26788	2.20	1	1.20	13.88	0.40	19.40
ENSMUSG00000103001.2	A930005N03Rik	0	0	0	5.50	1	0
ENSMUSG00000104397.2	Gm37958	0	0	0	0	0	0
ENSMUSG00000102839.2	Gm37385	0.20	0.40	0.40	0.60	0.40	0.60
ENSMUSG00000101206.2	Gm5266	0	0	0	0	0	0
ENSMUSG00000101462.3	Gm3052	0	0	6.50	4.60	1.20	0
ENSMUSG00000102336.3	Gm37233	0.40	4.20	0.20	6.70	16.40	2.50
ENSMUSG00000092852.3	Mir5103	0	0	0	0	0	1.50
ENSMUSG00000042111.10	Ccdc115	847	569.50	600	817.50	846.50	1004.50
ENSMUSG00000101711.2	Gm28306	386.50	251.50	297.50	174.50	202.50	359
ENSMUSG00000026127.14	Imp4	3271.70	2326.50	2557.50	1601.90	1985.50	3258
ENSMUSG00000026126.16	Ptpn18	293	268.20	206	259.50	429.50	828
ENSMUSG00000100280.4	Gm28417	91.60	73.60	92.70	68.73	154.70	287.80
ENSMUSG00000101223.8	4930568A12Rik	11	0	0	27.40	25	96.20
ENSMUSG00000026125.10	Prss39	0	0	0	0	1	2
ENSMUSG00000101116.2	Gm28416	0	0	0	0	1	0
ENSMUSG00000026124.5	Cfc1	0	0.50	0	0	1	0
ENSMUSG00000101803.2	Gm28419	0	0	0	0	0	0
ENSMUSG00000037529.14	Prss40	0	0.50	0	2	1	0
ENSMUSG00000045815.5	1700101I19Rik	0	0	0	0.50	0	0
ENSMUSG00000045174.11	Amer3	0	3	0	3.50	7	2
ENSMUSG00000100524.2	Gm28418	0	0	0	3	0	1
ENSMUSG00000102499.2	Gm36984	0	0	0	0	0	0
ENSMUSG00000103521.2	Gm29730	0	0	0	0	2	2
ENSMUSG00000104098.2	AA619741	0	0	0	2	0	0
ENSMUSG00000037509.22	Arhgef4	11.50	16.50	12.50	37.40	40	35.70
ENSMUSG00000102537.2	Gm37224	0	0	0	0	0	0
ENSMUSG00000102612.2	Gm37845	0	0	0	0	0	0
ENSMUSG00000118272.2	Gm55978	0	0	0	0	0	0
ENSMUSG00000104002.3	Gm38336	0	1	0	10.50	7	0
ENSMUSG00000037503.13	Fam168b	398.50	345.50	404.50	497.50	310	397.50
ENSMUSG00000104358.2	Gm37127	0	18	0	22	3	0
ENSMUSG00000026123.12	Plekhb2	2875.20	2782.70	3358	3386.10	2514.20	2500.00
ENSMUSG00000103716.2	Gm19430	1	1	0	3	0	2
ENSMUSG00000103548.2	Gm37670	193	77	145.50	106.50	104.50	115.50
ENSMUSG00000103760.2	Gm8009	76.67	72.67	60.17	51.83	37.50	69.83
ENSMUSG00000103997.2	Gm38027	0	0	0	0	0	0
ENSMUSG00000077231.3	Gm25096	0	0	0	0	1	0
ENSMUSG00000104417.2	Gm37068	0	0	0	0	0	0
ENSMUSG00000064601.3	Gm25634	0	0	0	0	0	0
ENSMUSG00000101714.2	Gm28415	0	0	0	7	0	0
ENSMUSG00000102531.2	1110002O04Rik	0	0	0	1	1	0
ENSMUSG00000103096.2	Gm8022	0	0	0	1	0	0
ENSMUSG00000102279.2	Gm37146	0	1	0	0	0	0
ENSMUSG00000103708.3	Gm33222	0	0	0	2	0	0
ENSMUSG00000104201.2	4930535G08Rik	0	0	0	0	0	0
ENSMUSG00000102434.2	Gm38049	0	0	0	0	0	0
ENSMUSG00000045216.8	Hs6st1	298.50	406.80	260.73	230.20	101	150.10
ENSMUSG00000104523.2	Gm37335	84.50	133	73	59	27	61.50
ENSMUSG00000102202.3	Gm33280	17	1	0	6	1	1
ENSMUSG00000037470.15	Uggt1	760.40	494.20	587.50	763.17	575.20	552.00
ENSMUSG00000098752.3	Mir6897	0	0	0.50	0.50	0	0
ENSMUSG00000047180.9	Neurl3	805.23	1040.57	901.95	1396.70	1604.67	1799.88
ENSMUSG00000037447.17	Arid5a	307	96.20	131	239.20	918.10	358
ENSMUSG00000102762.2	4930403P22Rik	0	0	0	0	1	48
ENSMUSG00000010453.13	Kansl3	70	115	129	287	134	290
ENSMUSG00000098680.3	Mir6898	0	0	0	0	0	0
ENSMUSG00000037432.16	Fer1l5	20	1	0	21.50	3.50	48
ENSMUSG00000001143.14	Lman2l	156.60	196.10	320.10	136.70	205.05	414.55
ENSMUSG00000037408.11	Cnnm4	699	275	579.50	1462.50	610.50	553
ENSMUSG00000104316.2	Gm37909	1	2	0	3	0	0
ENSMUSG00002075980.1	Gm56056	0	0	0.50	0	0	0
ENSMUSG00000001138.14	Cnnm3	88	69.60	180.25	173.60	122.50	76
ENSMUSG00000102845.2	Gm38033	0	4.60	3.25	0.10	1	0
ENSMUSG00000067653.13	Ankrd23	0	4	6.50	29	1.50	0.50
ENSMUSG00000109510.2	Gm42417	17.50	10.50	8.50	26.50	6	13.50
ENSMUSG00000079610.10	Ankrd39	83.50	24.50	68	49.70	42.70	70
ENSMUSG00000026121.14	Sema4c	0	4	3	8	6	4
ENSMUSG00000087589.4	D430040D24Rik	2	0	0	16	2	2.50
ENSMUSG00000046337.18	Fam178b	9	0	1	11	3	21.50
ENSMUSG00000089906.2	Gm6428	700.83	492.06	369.75	274.75	575.38	940.52
ENSMUSG00002075377.1	Gm56095	0	0	0	0	0	0
ENSMUSG00000061518.12	Cox5b	1222.17	1030.83	729.50	443.33	753.83	1380.33
ENSMUSG00000037351.10	Actr1b	556	390	451	385	275	608
ENSMUSG00000102416.5	4933424G06Rik	0	1	20	9	10	0
ENSMUSG00000104237.2	Gm33533	0	0	0.20	0	2	3.20
ENSMUSG00000026117.11	Zap70	0	1	0	4	2	0
ENSMUSG00000097291.2	Gm18828	0	0	0	1	0	0
ENSMUSG00000026116.12	Tmem131	421.50	677	488.50	445.50	233.50	482
ENSMUSG00000103016.2	Gm37506	0	0	0	0	0	0
ENSMUSG00000102930.2	Gm38115	13	4	0	189.40	1.20	25
ENSMUSG00000103159.2	F830112A20Rik	1	0	0	1	1.20	0
ENSMUSG00000080054.4	Rpl12-ps1	45.35	36.68	32.50	27.68	27.50	61.98
ENSMUSG00000119706.1	n-R5s210	0	0	0	0	0	0
ENSMUSG00000050122.20	Vwa3b	1	0	0	4	2	0
ENSMUSG00000103603.2	Gm37020	0	1	0	0	2	0
ENSMUSG00000026114.15	Cnga3	0	0	1	10	1	0
ENSMUSG00000102231.2	1700074A21Rik	0	0	0	2	0	1
ENSMUSG00000026113.18	Inpp4a	3645.20	2765	3720.20	6750	3839	4083
ENSMUSG00000086064.2	4930439A04Rik	0	0	0	24	0	0
ENSMUSG00000102879.2	Gm37135	0	0	0	0	0	1
ENSMUSG00000026112.8	Coa5	1391.50	1240.10	1441.30	1006.60	928.50	1419.40
ENSMUSG00000026111.16	Unc50	1145	918	862	407	711	1094
ENSMUSG00000026110.16	Mgat4a	901	421	624	1759	1257	1661
ENSMUSG00000103948.2	4930594C11Rik	1.20	1.20	21.95	1.53	35.20	0.95
ENSMUSG00000087233.2	Gm43213	2	1	6.75	3	1.50	0.75
ENSMUSG00000026090.17	Cracdl	0	0	0	6	1	0
ENSMUSG00000089767.2	4930556I23Rik	0	0	0	0	0	0
ENSMUSG00000104365.2	4930470B04Rik	1	0	0	1	0	0
ENSMUSG00000102650.2	Gm19863	0	0	0	3	0	0
ENSMUSG00000060771.16	Tsga10	396	272	385	252	407	594
ENSMUSG00000097268.2	Gm26805	0	0	0	6	2	0
ENSMUSG00000037216.6	Lipt1	66	35	38.50	4	55	7
ENSMUSG00000026088.16	Mitd1	724	560	473.50	554	401	802
ENSMUSG00000026087.12	Mrpl30	3066	2721	2173.00	2068	2313.50	3699.50
ENSMUSG00000061584.7	Lyg2	0	0	0	0	0	1
ENSMUSG00000087374.2	Gm15457	0.50	3.50	0.70	2	3.50	7.50
ENSMUSG00000026085.12	Lyg1	0	0	0	0	0.50	0
ENSMUSG00002076708.1	Gm56189	0	0	0	0	0	0
ENSMUSG00000058407.13	Txndc9	3952.40	3231.87	3543.60	2524.57	3310.17	3932.13
ENSMUSG00000026083.13	Eif5b	2030.75	1646.75	1902.75	1446	1264.25	1449.50
ENSMUSG00000026082.12	Rev1	139.08	110.75	115.25	308.50	139.25	143
ENSMUSG00000103804.2	Gm37062	0	0	0	0	0	0
ENSMUSG00000102716.2	Gm5099	0	0	0	3	0	2
ENSMUSG00000037138.19	Aff3	2	1	0	10	7	1
ENSMUSG00000085391.2	Gm16150	0	0	0	0	0	0
ENSMUSG00000085280.2	Gm16151	0	1	0	0	0	1
ENSMUSG00000087131.8	Gm16152	0	0	0	1	1	0
ENSMUSG00000102984.2	Gm34727	0	0	0	0	0	1
ENSMUSG00000102541.2	Gm38135	0	0	0	0	0	0
ENSMUSG00000103531.2	2610300A13Rik	0	0	0	0	0	0
ENSMUSG00000048814.12	Lonrf2	2.20	1.20	0.20	13.53	2	3
ENSMUSG00000026080.15	Chst10	3.20	3.20	0	11.00	8.40	6.90
ENSMUSG00000103647.2	Gm37707	0	0	0	0	0	0
ENSMUSG00000102447.2	Gm6621	13.00	13.50	10.20	8.80	9.73	19.70
ENSMUSG00000067604.9	Nms	1	0	1	2	1	2
ENSMUSG00000026078.11	Pdcl3	4483.50	4000	3634	5316	4939.50	6974.50
ENSMUSG00000103046.2	Gm37309	1	0	0	7	0	0
ENSMUSG00000104188.2	Gm37821	1	1	0	1	0	0
ENSMUSG00000103182.2	Gm37091	0	0.20	0	0.80	0.40	1.13
ENSMUSG00000098833.3	Mir6349	0	0	0	1	0	0
ENSMUSG00000026077.16	Npas2	16	8	4	34	37	4
ENSMUSG00000092553.2	Gm20428	2.25	1	2	0.25	2	1
ENSMUSG00000092563.2	Gm3617	8.10	4.53	7.05	4.73	8.30	12.23
ENSMUSG00000073702.12	Rpl31	2328.36	2110.98	1616.90	1353.01	1736.11	3072.74
ENSMUSG00000003134.11	Tbc1d8	148	117	209	212.50	85	105.50
ENSMUSG00000102607.2	Gm37265	0	0	0	0	0	0
ENSMUSG00000065629.4	Gm24826	0.50	0.60	0.90	0.10	2.30	1.50
ENSMUSG00002076218.1	Gm24826	0.50	0.60	0.90	0.10	2.30	1.50
ENSMUSG00000003135.16	Cnot11	102	56	37	47	34	101
ENSMUSG00000085894.2	Gm15832	808.50	1046	1117.17	791.50	637	765.50
ENSMUSG00000077704.3	Snord89	15	6	18	36	37	33
ENSMUSG00000048234.14	Rnf149	1968.50	2498	2499.17	1169.50	1272	1482.50
ENSMUSG00000064936.3	Gm23722	10	13	9	21	4	9
ENSMUSG00000102471.2	Gm5100	44.93	23.60	15.80	20.00	27.52	60.60
ENSMUSG00000050967.6	Creg2	147.50	134.50	232.50	224.50	193	91.20
ENSMUSG00000097083.2	D930019O06Rik	25.25	16.50	18.40	74.03	2	2
ENSMUSG00000057173.9	Rfx8	28	1	0	5	1	1
ENSMUSG00000091937.4	Gm3646	0	1	0	0	0	0
ENSMUSG00000101634.7	1700066B17Rik	0	0	1	2	0	0
ENSMUSG00000026074.16	Map4k4	188	180	237.20	378.20	236	316.33
ENSMUSG00000102985.2	4930456G14Rik	0	0	0	0	3	0
ENSMUSG00000026073.14	Il1r2	253	32	25	3314.50	2325	1625
ENSMUSG00000097899.3	Gm16894	0	0	0	1.50	0	32
ENSMUSG00000102975.2	Gm37347	0	0	0	14	3	0
ENSMUSG00000026072.13	Il1r1	1	4	0	3	4	4
ENSMUSG00000103560.2	Gm38070	0.60	0.40	0.45	6.30	2.80	2.60
ENSMUSG00000070942.9	Il1rl2	43	152	73	5	164	212
ENSMUSG00000103230.2	Gm17970	0	0	1	0	0	0
ENSMUSG00000026069.16	Il1rl1	6	1	0	99	52	167
ENSMUSG00000026070.16	Il18r1	0	0	0	6.20	18	132
ENSMUSG00000026068.12	Il18rap	1	2	46	80	120	58
ENSMUSG00000104441.2	Gm35801	0	0	0	0	0	0
ENSMUSG00000026065.9	Slc9a4	74	115	134	148	178.50	2
ENSMUSG00000102676.2	Gm37435	0	0	0	2	1.50	1.20
ENSMUSG00000026062.13	Slc9a2	0	3	0	9	8	2
ENSMUSG00000103679.2	Gm37623	0	0	0	0	0	0
ENSMUSG00000103270.3	Gm37915	24.50	4.50	28.50	8	17	4
ENSMUSG00000041945.13	Mfsd9	26.50	1.50	35.50	8	17	6
ENSMUSG00000079588.4	Tmem182	0	1	0	2	1	1
ENSMUSG00000094136.3	Gm5973	0	3	0	1	0	0
ENSMUSG00000104072.2	4930448I06Rik	0	0	0	0	0	0
ENSMUSG00000100185.2	Gm28634	0	0	0	1	0	2
ENSMUSG00000100832.3	Gm29260	0	0	0	0	0	0
ENSMUSG00000100178.2	Gm5267	1.20	2.40	3.50	3.20	2.20	2.80
ENSMUSG00000101877.2	Gm8176	0	0	0	2	0	0
ENSMUSG00000053640.3	Gm9915	0	0	0	1	0	0
ENSMUSG00000101919.2	Gm29664	0	0	0	2	0	0
ENSMUSG00000101299.4	Gm28175	2	0	0	2	1	1
ENSMUSG00000100180.2	Gm28140	0	1	0	2	0	0
ENSMUSG00000103106.2	Gm37047	0	0	0	0	0	0
ENSMUSG00000060424.16	Pantr1	0	2	0	7.67	2	1
ENSMUSG00000104199.2	4930420N18Rik	0	0	0	1	0	0
ENSMUSG00000121019.1	ENSMUSG00000121019	0	0	0	2	0	0
ENSMUSG00000045515.5	Pou3f3	0	3	0	11.67	3	2
ENSMUSG00000093436.7	Gm20646	0	1	0	2.67	0	0
ENSMUSG00000097063.5	Pantr2	0	1	0	2	1	0
ENSMUSG00000099784.2	Dalir	0	0	0	2	1	0
ENSMUSG00000060679.15	Mrps9	1141	995	857	701	1181	1653
ENSMUSG00000077448.3	Gm23126	0	0	0	1	0	0
ENSMUSG00000041907.10	Gpr45	0	0	0	6	3	3
ENSMUSG00002075628.1	Gm56302	0	0	0	0	0	0
ENSMUSG00000070939.10	Tgfbrap1	132.50	248	138	250	147	117
ENSMUSG00000100269.2	Gm28782	0.50	0	0	0	0	0
ENSMUSG00000041878.4	8430432A02Rik	0	1	0	3	0	0
ENSMUSG00000010290.8	AI597479	99	51	125	43	234	198
ENSMUSG00000008136.15	Fhl2	0	0	0	1	0	0
ENSMUSG00000094497.2	Gm8210	185.60	157.60	140.35	74.85	138.80	250.93
ENSMUSG00000120601.1	ENSMUSG00000120601	0	1	0	0	0	1
ENSMUSG00000099576.2	Gm29040	0	0	0	0	1	0
ENSMUSG00000099694.2	Gm29610	2.60	3.80	3.40	3.00	2.80	5.60
ENSMUSG00000101923.2	Gm29041	6.33	4.00	4.33	3.67	6.33	4.00
ENSMUSG00000066877.12	Nck2	100.50	225	179.50	48.50	32	93
ENSMUSG00000103422.2	Gm37536	1	1	0	0	0	0
ENSMUSG00000103945.2	Gm38228	1	4	7	11	0	3
ENSMUSG00000026051.9	Ecrg4	1	0	1	19	1	355.00
ENSMUSG00000100764.2	Gm29155	0	0	0	0	0	0
ENSMUSG00000100635.2	Gm29157	0	0	0	0	0	0
ENSMUSG00000100480.2	Gm29156	0	0	0	0	1	0
ENSMUSG00000057363.13	Uxs1	186	223	253.50	197	253	441.50
ENSMUSG00000090243.2	Gm16103	66.67	27.83	30.03	48.33	26.42	23.33
ENSMUSG00000100701.2	Gm19587	239.83	151.33	223.83	183.50	174.00	234.83
ENSMUSG00000101395.2	Gm8241	0	0	0	0	0	0
ENSMUSG00000088848.3	Gm26352	0	0	0	0	0	0
ENSMUSG00002075225.1	Gm54687	0	0	0	0.20	0	0
ENSMUSG00000120105.1	ENSMUSG00000120105	18	22.50	5.50	19.50	15	43
ENSMUSG00000041763.15	Tpp2	1573	1119.70	1184.50	2184.70	1462	2161.40
ENSMUSG00000047343.5	Mettl21c	1	0	0	2	1	0
ENSMUSG00000090106.2	Gm15838	0	0	0	0	0	0
ENSMUSG00000091844.3	Gm8251	0	0	0	8	1	2
ENSMUSG00000026049.12	Tex30	961	475	666.50	1254	954.50	1660.75
ENSMUSG00000101104.7	Gm29247	194.50	113	135	221	161	290.25
ENSMUSG00000026047.14	Poglut2	237.50	94	172.50	342	265.50	231
ENSMUSG00000041684.12	Bivm	94	194	82	172	80	403
ENSMUSG00000026048.17	Ercc5	74	70	39	162	52	16
ENSMUSG00000046828.4	Mettl21e	0	2	0	0.20	0.20	0
ENSMUSG00000089703.2	Gm15833	0	0	1	0	1	2
ENSMUSG00000100966.2	Gm5700	0	2	0	0	0	0
ENSMUSG00000100769.2	Gm28893	0	0	0	1	0.20	1
ENSMUSG00000101567.2	Txn-ps1	332	364	260.50	191	204	347.50
ENSMUSG00000056870.10	Gulp1	0	2	0	33	1	0
ENSMUSG00000102319.2	Gm37626	0	0	0	6	3	0
ENSMUSG00000089877.2	Gm16102	9.50	7.50	11.50	6.50	9.50	13
ENSMUSG00000101701.2	4930521E06Rik	0	0	0	0	0	0
ENSMUSG00000103071.2	Gm38110	0.20	1.00	0.60	1.10	1.20	0
ENSMUSG00000100434.2	Gm3489	0	0	0	0	0	0
ENSMUSG00000100013.2	Gm19480	0	0	0	0	0.50	0
ENSMUSG00000101251.2	Gm3496	0	0	0	0	1	0
ENSMUSG00000101937.2	Gm5268	6.58	9.42	8.58	5.42	7.33	7.67
ENSMUSG00000026043.19	Col3a1	25	1	59	188	58	28
ENSMUSG00002074901.1	Gm54819	0	0	0	0	0	0
ENSMUSG00000026042.17	Col5a2	3	2	14	5	0	14
ENSMUSG00000104476.2	Gm38211	1	0	0	2	0	0
ENSMUSG00000100218.2	Gm8296	0.60	0	0.40	0.20	0	0
ENSMUSG00000100361.2	Gm7063	2.50	1	1	3	2.50	1
ENSMUSG00000100894.2	Gm8304	0.20	0	0.40	0	1.20	2.60
ENSMUSG00000119267.1	Gm23216	0	0	0	0	0	0
ENSMUSG00000065255.3	Gm23974	0	0	0	0	0	0
ENSMUSG00000100843.2	Gm8307	0	0	0	0	1	0
ENSMUSG00000087764.3	Gm23984	0	0	0	0	0	0
ENSMUSG00000025995.17	Wdr75	695.50	532.50	510	586	700.50	682.50
ENSMUSG00000099850.2	Gm28906	0	0.70	0	0.20	0	0
ENSMUSG00000084817.4	Gm5526	4618.60	4139.37	3562.34	2560.33	2610.38	4482.74
ENSMUSG00000121041.1	ENSMUSG00000121041	0	0	0	0	1	0
ENSMUSG00000098549.3	Gm5269	4.20	6.70	4.65	5.20	8.35	5.60
ENSMUSG00000099381.2	Gm18303	0	3	0	0	0	0
ENSMUSG00000025993.11	Slc40a1	443	602	581	92	142	403
ENSMUSG00000099946.2	Gm9496	0.50	0	0	1.50	1	0
ENSMUSG00000070896.3	Rpl23a-ps1	119.58	106.10	73.10	91.55	127.98	203.35
ENSMUSG00000090682.5	Gm3852	9	5.50	4	6	5.50	2
ENSMUSG00000044457.9	Stk-ps2	1	2	0	2	1	1.50
ENSMUSG00000099432.2	Gm18849	6	8.50	7.50	5.50	6	9
ENSMUSG00000041144.13	Dnah7b	2.20	4.03	0.33	15.50	5.37	2.87
ENSMUSG00000119743.1	n-R5s211	0	0	0	0	0	0
ENSMUSG00000101262.2	Gm8326	1310.53	725.89	927.54	1872.63	1339.83	1424.77
ENSMUSG00000101337.7	Dnah7c	0	9.83	5.33	10.00	2.17	2.17
ENSMUSG00000025986.7	Slc39a10	905.33	547	751.50	545.50	668.50	732.50
ENSMUSG00000100213.2	Gm28151	0	0	0	0	0	0
ENSMUSG00000103129.2	Gm37393	0	0	0	3	0	2
ENSMUSG00000100160.2	Gm28527	12.00	6.00	9.17	6.33	4.50	9.00
ENSMUSG00000101921.2	Gm28825	0.20	0	0	1.75	0.45	0
ENSMUSG00000101447.2	Gm28826	0	0	0	0.40	0.25	0
ENSMUSG00000081185.2	Gm4852	93.38	85.37	109.55	102.27	97.18	110.52
ENSMUSG00000103246.2	Gm38090	0	1	0	0	0	0
ENSMUSG00000098876.3	Mir6350	0	0	0	0	0	0
ENSMUSG00000100530.2	Gm18117	0	0	0	0	0	1
ENSMUSG00000104067.2	Gm37196	0	0	0	0	1	0
ENSMUSG00000100033.2	Gm8337	1626.01	845.44	1110.45	2365.23	1660.49	1625.34
ENSMUSG00002075213.1	Gm54870	0	0	0	0	0	0
ENSMUSG00002076633.1	Gm54871	0	0	0	0	0	0
ENSMUSG00000101996.2	Gm19206	0	0	0	0	0	1
ENSMUSG00000096973.2	Gm5974	0	0	0	0	1	0
ENSMUSG00000064943.3	Gm23240	0.60	1.40	1.40	0.80	0.60	0.40
ENSMUSG00000100866.2	Gm28830	0	0	0	0	0	0
ENSMUSG00000101721.2	Gm8354	0	0	0	1	0	0
ENSMUSG00000099376.2	Gm19124	0	0	0	0	0	0
ENSMUSG00000097883.2	Gm8357	0.70	0	0	1	0	0.70
ENSMUSG00002076043.1	Gm54872	0	0	0	0	0	0
ENSMUSG00000099698.2	Gm28740	0	0	0	0	0	0
ENSMUSG00000099454.2	Gm8367	0.70	0.25	0	0	0	0.45
ENSMUSG00000051616.15	C230029F24Rik	0	0	0	0	1	0.20
ENSMUSG00000099627.2	Gm6757	0	0	0	1	1	0
ENSMUSG00000099577.2	Gm3605	0	0	0	1	1	0
ENSMUSG00000099882.2	Gm28388	0	0	0	0	0	0
ENSMUSG00000101760.2	Gm8384	0	0	0	0	0	0
ENSMUSG00000099608.2	4933411E06Rik	0	0.20	0	2.40	0	1.40
ENSMUSG00000099864.2	Gm8391	0	0	0	0	0	0
ENSMUSG00002075839.1	Gm54883	0	0	0	0	0	0
ENSMUSG00000100451.2	Gm29665	0	0	0	1	0	0
ENSMUSG00000099941.2	Gm20118	0	0	0	0	0	0
ENSMUSG00002075589.1	Gm54885	0	0	0	0	0	0
ENSMUSG00000100816.2	Gm28321	0	0	0	0	0	1.40
ENSMUSG00000026109.15	Tmeff2	0	5	0	4	1	1
ENSMUSG00000100671.2	Gm28322	0	0	0	2	0	0
ENSMUSG00002075527.1	Gm54895	0	0	0	0	0	0
ENSMUSG00000101242.2	Gm28319	0	0	0	0	0	0
ENSMUSG00000099924.2	Gm28320	0	0	0	0	0	0
ENSMUSG00000099625.2	Gm29325	2	0.50	0.50	4	3.33	3
ENSMUSG00000101799.2	9330175M20Rik	0	0	0	3	0	2
ENSMUSG00000045954.8	Cavin2	0	0	1	5	1	0
ENSMUSG00000099741.2	Gm5253	0	1	0.50	1	1	2
ENSMUSG00000101702.2	1700072G22Rik	0	0	0	0	0	0
ENSMUSG00000026107.12	Nabp1	316	214	358	390	428	781
ENSMUSG00000120049.1	ENSMUSG00000120049	34	0	3	31	15	55
ENSMUSG00000099413.2	Gm17767	0	2	0	5	0	2.20
ENSMUSG00000103424.2	Gm37535	0	1	0	0	0	0
ENSMUSG00000101741.3	Gm28055	0	0	0	2	1	2
ENSMUSG00000018417.15	Myo1b	24	38	6	31.20	13	4
ENSMUSG00000101724.2	Gm29453	0	0	0	1	1	0
