Geneid	gene_name	WT_1	WT_2	WT_3	WT_4	DBDB_1	DBDB_2	DBDB_3	DBDB_4
ENSMUSG00000099458.2	Gm19123	0	0	0	0	0	0	0	0
ENSMUSG00000088111.3	Gm24064	0	0	0	0	0	0	0	0
ENSMUSG00000073722.4	4931408C20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000119695.1	n-R5s209	0	0	0	0	0	0	0	0
ENSMUSG00000100310.2	Gm19641	0	0	0	0	0	0	0	0
ENSMUSG00000101514.3	Gm5524	0	0	0	0	0	0	0	0
ENSMUSG00000101033.2	Gm18776	0	0	0	0	0	0	0	0
ENSMUSG00000101372.2	Gm19028	0	0	0	0	0	0	0	0
ENSMUSG00000103241.2	Gm38089	0	0	0	0	0	0	0	0
ENSMUSG00000086240.5	Gm7846	1	1.50	1.50	5	0	2.50	1	3
ENSMUSG00000048411.5	Gm597	0	0	0	0	0	0	0	0
ENSMUSG00000081557.3	Gm5697	1	0	0	0	0	2	3	1
ENSMUSG00000058590.3	Gm6462	0	0	0	0	0	0	0	0
ENSMUSG00000101235.2	Gm18033	0	0	0	0	0	0	0	0
ENSMUSG00002075209.1	Gm55767	0	0	0	0	0	0	0	0
ENSMUSG00002076857.1	Gm55769	0	0	0	0	0	0	0	0
ENSMUSG00002074912.1	Gm55770	0	0	0	0	0	0	0	0
ENSMUSG00000099257.3	Mir6342	0	0	0	0	0	0	0	0
ENSMUSG00000099492.2	Gm5525	2.50	1.00	1.17	0.33	0.33	0	0	1.67
ENSMUSG00000118548.2	Gm53035	0	0	0	0	0	0	0	0
ENSMUSG00000101726.2	Gm7858	0	0	0	0	0	0	0	0
ENSMUSG00002075317.1	Gm55771	0	0	0	0	0	0	0	0
ENSMUSG00002075289.1	Gm55772	0	0	0	0	0	0	0	0
ENSMUSG00000053185.3	Gm9898	0	0	0	0	0	0	0	0
ENSMUSG00000100261.2	Gm6473	0	0	0	0	0	0	0	0
ENSMUSG00000101180.2	Gm2914	0	0	0	0	0	0	0	0
ENSMUSG00000048874.16	Phf3	252.50	253	269.50	226.50	200.50	223	175	171
ENSMUSG00000103783.2	Gm37522	0	0	0	1	0	0	0	0
ENSMUSG00000104315.2	Gm37906	5	0	0	3	0	2	0	0
ENSMUSG00000026064.17	Ptp4a1	419.22	482.28	655.56	604.89	343.22	495.99	400.09	367.17
ENSMUSG00000117310.3	Ptp4a1	419.22	482.28	655.56	604.89	343.22	495.99	400.09	367.17
ENSMUSG00000117091.2	Gm5698	0	0	0	0	0	0	0	0
ENSMUSG00000086726.4	Gm9458	0	0	0	0	0	0	0	0
ENSMUSG00000086727.10	4931428L18Rik	4	9.50	6	5	8	19	5	7
ENSMUSG00000100237.2	Gm28644	0	0	0	0	0	0	0	0
ENSMUSG00002076113.1	Gm55778	0	0	0	0	0	0	0	0
ENSMUSG00000100910.2	Gm29128	0	1	0	2	0	0	0	3
ENSMUSG00000099796.2	Gm7893	0	0	0	0	0	0	0	0
ENSMUSG00000050217.14	Lgsn	0	0.50	0	0	0	0	0	1
ENSMUSG00000026063.5	Dnaaf6	0	0	0	0	0	0	0	0
ENSMUSG00000077664.3	Gm26145	0	0	0	0	0	0	0	0
ENSMUSG00000100205.2	Gm4850	0	0	0	0	0	0	0	0
ENSMUSG00000100592.2	Gm28645	0	0	0	0	0	0	0	0
ENSMUSG00000094215.4	Gm6489	0	0	0	0	0	0	0	0
ENSMUSG00000101093.2	Eef1a1-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000070960.5	Gm19680	0.50	3	3.50	3	1.50	2.50	3.50	3
ENSMUSG00000088620.3	Gm23032	0	0	0	0	0	0	0	0
ENSMUSG00000082159.3	Gm7910	0	0	0	0	0	0	0	0
ENSMUSG00000026058.12	Khdrbs2	0	0	0	0	0	0	0	0
ENSMUSG00000064688.3	Gm25814	0	0	0	0	0	0	0	0
ENSMUSG00000103482.2	Gm37999	0	0	0	0	0	0	0	0
ENSMUSG00000104498.2	Gm37110	0.20	0.20	0.20	0	0	0	0	0
ENSMUSG00000104313.2	Gm37911	0	0	0	0	0	0	0	0
ENSMUSG00000102865.2	Gm9839	0	0	0	0	0	0	0	0
ENSMUSG00000102321.2	Gm37792	0	0	0	0	0	0	0	0
ENSMUSG00000091318.3	Semp2l1	0	0	0	0	0	0	0	0
ENSMUSG00000089489.3	Gm24732	0	0	0	0	0	0	0	0
ENSMUSG00000104433.2	Gm37426	0	0	0	0	0	0	0	0
ENSMUSG00002076392.1	Gm55794	0	0	0	0	0	0	0	0
ENSMUSG00000102926.2	Gm37151	0	0	0	0	0	0	0	0
ENSMUSG00000100497.2	Gm28624	0	0	0	0	0	0	0	0
ENSMUSG00000102917.2	Gm37724	0	0	0.20	0	0	0	1	0
ENSMUSG00000100481.2	Gm7114	3	3	1	0.50	0.50	0.50	1.33	0
ENSMUSG00000100590.2	Gm4785	0	0	0	0	0	0	0	0
ENSMUSG00000088750.3	Gm24901	0	0	0	0	0	0	0	0
ENSMUSG00000104230.2	Gm37591	0	0	0	0	0	0	0	0
ENSMUSG00000101754.3	Gm2987	0	0	0	0	0	0	0	0
ENSMUSG00000065223.4	Gm25792	0	0	0	0	0	0	0	0
ENSMUSG00000100318.3	Gm18799	0	0	0	0	0	0	0	0
ENSMUSG00000101612.3	Gm7933	0	0	0	0	0	0	0	0
ENSMUSG00000065260.3	Gm23453	0	0	0	0	0	0	0	0
ENSMUSG00000026134.12	Prim2	5	5	5	0	10	10	3	3
ENSMUSG00000101682.2	Gm29228	0	0	0	0	0	0	0	0
ENSMUSG00000102714.2	Gm37618	0	0	0	0	0	0	0	0
ENSMUSG00000102093.2	Gm17813	0	0	0	0	0	0	0	0
ENSMUSG00000103746.3	1700001G17Rik	0	0	1	1	0	0	0	0
ENSMUSG00000102198.2	Gm38173	0	0	0	0	0	0	0	0
ENSMUSG00000121274.1	ENSMUSG00000121274	0	0	3	0	2	0	0	2
ENSMUSG00000004768.15	Rab23	4	5	2	7	19	3	3	10
ENSMUSG00000042215.9	Bag2	4	2	5	1	9	12	7	6
ENSMUSG00000103072.2	Gm37905	0	0	0	0	0	0	0	0
ENSMUSG00000042197.14	Zfp451	54	35	46	33	49	29	21	49
ENSMUSG00000081402.5	Gm15455	0	0	0	0	0	0	0	0
ENSMUSG00000042182.17	Bend6	0	0	0	0	2	0	1	1
ENSMUSG00000104416.2	Gm37067	0	0	0	0	0	0	0	0
ENSMUSG00000026131.21	Dst	128	76	124	98	367.50	249.50	176.50	168.50
ENSMUSG00000103596.2	Gm37354	0	0	0	0	0	0	0	0
ENSMUSG00000099382.2	Gm28631	0	0	0	0	0	0	0	0
ENSMUSG00000084506.3	Gm23792	0	0	0	0	0	0	0	0
ENSMUSG00000103364.2	Gm38157	5.60	0.20	1.20	0.40	5.20	1.60	1.85	1.60
ENSMUSG00000105982.3	Mir6896	0	0	0	0	0	0	0	0
ENSMUSG00000096992.4	Gm26788	0	0	3	0	0	0	2.50	2
ENSMUSG00000103001.2	A930005N03Rik	0	0	0	0	2	2.50	0	0.50
ENSMUSG00000104397.2	Gm37958	0	0	0	0	0	0	0	0
ENSMUSG00000102839.2	Gm37385	0	0	0	0	0.20	0	0	0
ENSMUSG00000101206.2	Gm5266	0	0	0	0	0	0	0	0
ENSMUSG00000101462.3	Gm3052	0	0	0	0	0	0	1	0
ENSMUSG00000102336.3	Gm37233	0	1	0	0	0	0	0	0
ENSMUSG00000092852.3	Mir5103	0	0	0	0	0	0	0	0
ENSMUSG00000042111.10	Ccdc115	30	39	86	56.50	77	90	68	55
ENSMUSG00000101711.2	Gm28306	1.50	1	3	3.50	3	6.50	1	0.50
ENSMUSG00000026127.14	Imp4	44.50	49	60	66.50	82	65.50	38	85.50
ENSMUSG00000026126.16	Ptpn18	16.50	5	15.50	8	58.50	29	12	32.50
ENSMUSG00000100280.4	Gm28417	1.50	4	3	0.50	6.50	3	0	3.50
ENSMUSG00000101223.8	4930568A12Rik	0	0	0	0	0	0	0	0
ENSMUSG00000026125.10	Prss39	0	0	0	0	0	0	0	0
ENSMUSG00000101116.2	Gm28416	0	0	0	0	0	0	0	0
ENSMUSG00000026124.5	Cfc1	0	0	0	0	0	0	0	0
ENSMUSG00000101803.2	Gm28419	0	0	0	0	0	0	0	0
ENSMUSG00000037529.14	Prss40	0	0	0	0	0	0	0	0
ENSMUSG00000045815.5	1700101I19Rik	0	0	0	0	0	0	0	0
ENSMUSG00000045174.11	Amer3	0	0	0	0	0	0	0	0
ENSMUSG00000100524.2	Gm28418	0	0	0	0	0	0	0	0
ENSMUSG00000102499.2	Gm36984	0	0	0	0	0	0	0	0
ENSMUSG00000103521.2	Gm29730	0	0	0	0	0	0	0	0
ENSMUSG00000104098.2	AA619741	0	0	0	0	0	0	0	0
ENSMUSG00000037509.22	Arhgef4	17.50	22	23	24	30	20	22	23
ENSMUSG00000102537.2	Gm37224	0	0	0	0	0	0	0	0
ENSMUSG00000102612.2	Gm37845	0	0	0	0	0	0	0	0
ENSMUSG00000118272.2	Gm55978	0	0	0	0	0	0	0	0
ENSMUSG00000104002.3	Gm38336	2	2	1	0	3	3	0	0
ENSMUSG00000037503.13	Fam168b	31.50	40	62	50	61	61	31	49
ENSMUSG00000104358.2	Gm37127	0	0	0	0	0	0	0	0
ENSMUSG00000026123.12	Plekhb2	43	51	42	40	92	49	33	70
ENSMUSG00000103716.2	Gm19430	0	0	0	0	0	0	0	0
ENSMUSG00000103548.2	Gm37670	2	4	8	5	16	5	1	4
ENSMUSG00000103760.2	Gm8009	0	0	0	0	0	0	0	0
ENSMUSG00000103997.2	Gm38027	0	0	0	0	0	0	0	0
ENSMUSG00000077231.3	Gm25096	0	0	0	0	0	0	0	0
ENSMUSG00000104417.2	Gm37068	0	0	0	0	0	0	0	0
ENSMUSG00000064601.3	Gm25634	0	0	0	0	0	0	0	0
ENSMUSG00000101714.2	Gm28415	0	0	0	0	0	0	0	0
ENSMUSG00000102531.2	1110002O04Rik	0	0	0	0	0	2	0	0
ENSMUSG00000103096.2	Gm8022	0	0	0	0	0	0	0	0
ENSMUSG00000102279.2	Gm37146	0	0	0	0	0	0	0	0
ENSMUSG00000103708.3	Gm33222	0	0	0	0	0	0	0	0
ENSMUSG00000104201.2	4930535G08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102434.2	Gm38049	0	0	0	0	0	0	0	0
ENSMUSG00000045216.8	Hs6st1	13	10.50	11.50	19.50	16	24	20	23
ENSMUSG00000104523.2	Gm37335	13	10.50	11.50	19.50	16	24	20	23
ENSMUSG00000102202.3	Gm33280	2	0	0	1	0	0	0	0
ENSMUSG00000037470.15	Uggt1	130	114.50	169	142	160	131	160	125
ENSMUSG00000098752.3	Mir6897	0	0	0	0	0	0	0	0
ENSMUSG00000047180.9	Neurl3	2	2.50	2	0	5	1	7	4
ENSMUSG00000037447.17	Arid5a	0	4	4	0	9	3	2	10
ENSMUSG00000102762.2	4930403P22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000010453.13	Kansl3	133.00	141.00	103.00	138	142.00	149.00	127	126.00
ENSMUSG00000098680.3	Mir6898	0	0	0	0	0	0	0	0
ENSMUSG00000037432.16	Fer1l5	1	0.50	0.50	1	0	0.50	1	0.50
ENSMUSG00000001143.14	Lman2l	26	36.50	40.50	16	39	27.50	30	33.50
ENSMUSG00000037408.11	Cnnm4	0	0	5	0	5	4	2	11
ENSMUSG00000104316.2	Gm37909	0	0	0	0	0	0	0	0
ENSMUSG00002075980.1	Gm56056	0	0	0	0	0	0	0	0
ENSMUSG00000001138.14	Cnnm3	40.50	81	54	45	93.67	66.25	78.83	95.42
ENSMUSG00000102845.2	Gm38033	0.50	5	0	0	3	2.25	2.50	3
ENSMUSG00000067653.13	Ankrd23	13	25.50	13.50	19	355.67	204	188.33	161.67
ENSMUSG00000109510.2	Gm42417	14	26.50	17.50	22.50	357.17	213.50	194.33	175.67
ENSMUSG00000079610.10	Ankrd39	23	25	27	19.50	74.08	57.00	71	46.25
ENSMUSG00000026121.14	Sema4c	2	14	6	7	25	24	12	14
ENSMUSG00000087589.4	D430040D24Rik	0	0	0	3	0	0	0	0
ENSMUSG00000046337.18	Fam178b	0	0	0	0	2	0	1	3
ENSMUSG00000089906.2	Gm6428	0	0	0.50	0	0	0	1	0.20
ENSMUSG00002075377.1	Gm56095	0	0	0	0	0	0	0	0
ENSMUSG00000061518.12	Cox5b	1617.50	2210.50	2408	1853.50	1947.50	2522.33	1713.50	2213
ENSMUSG00000037351.10	Actr1b	150	131	120	116	173	162.00	128	200
ENSMUSG00000102416.5	4933424G06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000104237.2	Gm33533	0	0	0	0	0	0	0	0
ENSMUSG00000026117.11	Zap70	0	0	0	0	2	0	0	0
ENSMUSG00000097291.2	Gm18828	0	0	0	0	0	0	0	0
ENSMUSG00000026116.12	Tmem131	28	28.50	18.50	18.50	28	23	22.50	9
ENSMUSG00000103016.2	Gm37506	0	0	0	0	0	0	0	0
ENSMUSG00000102930.2	Gm38115	3	2	8	2	6	1	2	2
ENSMUSG00000103159.2	F830112A20Rik	0	0	0	0	0	0	0	0
ENSMUSG00000080054.4	Rpl12-ps1	0	0.25	0.25	0	2	0.33	0	0
ENSMUSG00000119706.1	n-R5s210	0	0	0	0	0	0	0	0
ENSMUSG00000050122.20	Vwa3b	0	0	0	1	2	0	0	1
ENSMUSG00000103603.2	Gm37020	0	0	0	0	0	0	0	0
ENSMUSG00000026114.15	Cnga3	0	0	0	0	0	0	0	0
ENSMUSG00000102231.2	1700074A21Rik	0	0	0	0	0	0	0	0
ENSMUSG00000026113.18	Inpp4a	1	6	8	6	7	1	3	4
ENSMUSG00000086064.2	4930439A04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102879.2	Gm37135	0	0	0	0	0	0	0	0
ENSMUSG00000026112.8	Coa5	379	396	354	395	315	407	323	265
ENSMUSG00000026111.16	Unc50	57	60	125	61	71	108	76	72
ENSMUSG00000026110.16	Mgat4a	4	3.00	9	3	15	5	4	9
ENSMUSG00000103948.2	4930594C11Rik	0	1.50	0	0	0	0	0	0.50
ENSMUSG00000087233.2	Gm43213	0	1.50	0	0	0	0	0	0.50
ENSMUSG00000026090.17	Cracdl	0	0	0	0	0	0	0	1
ENSMUSG00000089767.2	4930556I23Rik	0	0	0	0	0	0	0	0
ENSMUSG00000104365.2	4930470B04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000102650.2	Gm19863	0	0	0	0	0	0	0	0
ENSMUSG00000060771.16	Tsga10	15	9	2	18	9	20	6	9
ENSMUSG00000097268.2	Gm26805	0	0	0	0	0	0	0	1
ENSMUSG00000037216.6	Lipt1	65.50	43	42	62	53	52.50	50	47.50
ENSMUSG00000026088.16	Mitd1	19.50	20	25	20	45	33.50	16	20.50
ENSMUSG00000026087.12	Mrpl30	490	536	515	491.50	336	351	259	414
ENSMUSG00000061584.7	Lyg2	0	0	0	0	0	0	0	0
ENSMUSG00000087374.2	Gm15457	0	0	0	0.50	0	0	0	0
ENSMUSG00000026085.12	Lyg1	0	0	0	0	0	0	0	0
ENSMUSG00002076708.1	Gm56189	0	0	0	0	0	0	0	0
ENSMUSG00000058407.13	Txndc9	32	50	70.50	73	96.50	73	48	55
ENSMUSG00000026083.13	Eif5b	538	535.50	666	513.50	692	559.50	541.50	521
ENSMUSG00000026082.12	Rev1	3	6.50	3	5.50	6	6.50	1.50	9
ENSMUSG00000103804.2	Gm37062	0	0	0	0	0	0	0	0
ENSMUSG00000102716.2	Gm5099	0	0	0	0	0	0	0	0
ENSMUSG00000037138.19	Aff3	0	0	5	0	2	8	6	5
ENSMUSG00000085391.2	Gm16150	0	0	0	0	0	0	2	0
ENSMUSG00000085280.2	Gm16151	0	0	0	0	0	0	0	0
ENSMUSG00000087131.8	Gm16152	0	0	0	0	0	0	0	0
ENSMUSG00000102984.2	Gm34727	0	0	0	0	0	0	0	0
ENSMUSG00000102541.2	Gm38135	0	0	0	0	0	0	0	0
ENSMUSG00000103531.2	2610300A13Rik	0	0	0	0	0	0	0	0
ENSMUSG00000048814.12	Lonrf2	0	0	1	0	0	0	0	0
ENSMUSG00000026080.15	Chst10	1	0	0	0	0	0	0	1
ENSMUSG00000103647.2	Gm37707	0	0	0	0	0	0	0	0
ENSMUSG00000102447.2	Gm6621	0	0	1	0	0	0	0	0
ENSMUSG00000067604.9	Nms	0	0	0	0	0	0	0	0
ENSMUSG00000026078.11	Pdcl3	7	10	22	8	30	31	18	25
ENSMUSG00000103046.2	Gm37309	0	1	0	0	4	0	0	0
ENSMUSG00000104188.2	Gm37821	0	0	0	0	0	0	0	0
ENSMUSG00000103182.2	Gm37091	1.45	1.00	0.40	0.60	1.65	2.35	0.40	0.60
ENSMUSG00000098833.3	Mir6349	0	0	0	0	0	0	0	0
ENSMUSG00000026077.16	Npas2	2	1	9	9	4	5	0	2
ENSMUSG00000092553.2	Gm20428	0	0	0	0	0	0	0	0
ENSMUSG00000092563.2	Gm3617	2	1	0	0	2	0	0	0.50
ENSMUSG00000073702.12	Rpl31	1349.65	1314.13	1480.67	1312.82	1947.63	1445.73	1134.28	1511.08
ENSMUSG00000003134.11	Tbc1d8	2.50	8	5	3	9	7	6.50	0.50
ENSMUSG00000102607.2	Gm37265	0	0	0	0	0	0	0	0
ENSMUSG00000065629.4	Gm24826	0	0	0	0	0	0	0	0
ENSMUSG00002076218.1	Gm24826	0	0	0	0	0	0	0	0
ENSMUSG00000003135.16	Cnot11	3	12	9	9	28	11	11	13
ENSMUSG00000085894.2	Gm15832	44.50	45	54	59.50	78.50	42.50	54.50	43
ENSMUSG00000077704.3	Snord89	0	0	0	0	0	0	0	0
ENSMUSG00000048234.14	Rnf149	67.50	71	71	85.50	112.50	64.50	67.50	65
ENSMUSG00000064936.3	Gm23722	1	0	0	0	0	3	0	1
ENSMUSG00000102471.2	Gm5100	0	0	0	0	0	0	0	0
ENSMUSG00000050967.6	Creg2	0	0	0	0	0	0	0	0
ENSMUSG00000097083.2	D930019O06Rik	0	0	0	0	1	0	0	0
ENSMUSG00000057173.9	Rfx8	0	0	0	0	0	0	2	0
ENSMUSG00000091937.4	Gm3646	0	0	0	0	0	0	0	0
ENSMUSG00000101634.7	1700066B17Rik	0	0	0	0	0	0	0	0
ENSMUSG00000026074.16	Map4k4	271	224	303	261	460	296	288	258
ENSMUSG00000102985.2	4930456G14Rik	0	0	0	0	0	0	0	0
ENSMUSG00000026073.14	Il1r2	0	1	3	0	2	1	1	0
ENSMUSG00000097899.3	Gm16894	0	0	0	0	1	0	0	2
ENSMUSG00000102975.2	Gm37347	0	0	0	0	0	0	0	0
ENSMUSG00000026072.13	Il1r1	0	2	4	2	3	1	2	8
ENSMUSG00000103560.2	Gm38070	0	0	0	0	0	0	0	0.20
ENSMUSG00000070942.9	Il1rl2	6	1	0	0	6	13	4	3
ENSMUSG00000103230.2	Gm17970	0	0	0	0	0	0	0	0
ENSMUSG00000026069.16	Il1rl1	2	2	1	0	2	5	8	4
ENSMUSG00000026070.16	Il18r1	0	1	0	0	1	0	1	0
ENSMUSG00000026068.12	Il18rap	4	0	0	0	0	0	1	0
ENSMUSG00000104441.2	Gm35801	0	0	0	0	0	0	0	0
ENSMUSG00000026065.9	Slc9a4	0	0	0	0	3	3	2	0
ENSMUSG00000102676.2	Gm37435	0	0	0	0	0	0	0	0
ENSMUSG00000026062.13	Slc9a2	0	0	0	1	6	6	3	0
ENSMUSG00000103679.2	Gm37623	0	0	0	0	0	0	0	0
ENSMUSG00000103270.3	Gm37915	2.50	4.50	3.50	1.50	7.50	9	4	7
ENSMUSG00000041945.13	Mfsd9	2.50	4.50	3.50	1.50	7.50	9	4	7
ENSMUSG00000079588.4	Tmem182	16	7	11	20	210	81.00	76	59
ENSMUSG00000094136.3	Gm5973	0	0	0	0	0	0	0	0
ENSMUSG00000104072.2	4930448I06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000100185.2	Gm28634	0	0	0	0	0	0	0	0
ENSMUSG00000100832.3	Gm29260	0	0	0	0	0	0	0	0
ENSMUSG00000100178.2	Gm5267	0	0	0	0	0	0	0	0
ENSMUSG00000101877.2	Gm8176	0	0	0	0	0	0	0	0
ENSMUSG00000053640.3	Gm9915	0	0	0	0	0	0	0	0
ENSMUSG00000101919.2	Gm29664	0	0	0	0	0	0	0	0
ENSMUSG00000101299.4	Gm28175	0	0	0	0	0	0	0	0
ENSMUSG00000100180.2	Gm28140	0	0	0	0	0	0	0	0
ENSMUSG00000103106.2	Gm37047	0	0	0	0	0	0	0	0
ENSMUSG00000060424.16	Pantr1	0	0	0	0	0	0	0	0
ENSMUSG00000104199.2	4930420N18Rik	0	0	0	0	0	0	0	0
ENSMUSG00000121019.1	ENSMUSG00000121019	0	0	0	0	0	0	0	0
ENSMUSG00000045515.5	Pou3f3	0	0	0	0	0	0	1	0
ENSMUSG00000093436.7	Gm20646	0	0	0	0	0	0	0	0
ENSMUSG00000097063.5	Pantr2	0	0	0	0	0	0	0	0
ENSMUSG00000099784.2	Dalir	0	0	0	0	0	0	0	0
ENSMUSG00000060679.15	Mrps9	108	108	95	99	125	109	122	148
ENSMUSG00000077448.3	Gm23126	0	0	0	0	0	0	0	0
ENSMUSG00000041907.10	Gpr45	0	0	0	0	0	0	0	0
ENSMUSG00002075628.1	Gm56302	0	0	0	0	0	0	0	0
ENSMUSG00000070939.10	Tgfbrap1	44	30	42	38	55	44	36	60
ENSMUSG00000100269.2	Gm28782	0	0	0	0	0	0	0	0
ENSMUSG00000041878.4	8430432A02Rik	5	0	1	1	0	0	0	0
ENSMUSG00000010290.8	AI597479	13	29	13	15	15	28	13	8
ENSMUSG00000008136.15	Fhl2	0	1	0	0	1	6	0	0
ENSMUSG00000094497.2	Gm8210	2.00	2.60	3.13	1.20	4.80	5.20	1.60	3.40
ENSMUSG00000120601.1	ENSMUSG00000120601	0	0	0	0	0	0	0	0
ENSMUSG00000099576.2	Gm29040	0	0	0	0	0	0	0	0
ENSMUSG00000099694.2	Gm29610	0	0	0	0	0	0	0	0
ENSMUSG00000101923.2	Gm29041	0	0	0	0	0	0	0	0
ENSMUSG00000066877.12	Nck2	6	5	12	7	9	11	5	6
ENSMUSG00000103422.2	Gm37536	0	0	0	0	0	0	0	0
ENSMUSG00000103945.2	Gm38228	0	0	0	0	0	0	0	0
ENSMUSG00000026051.9	Ecrg4	0	0	0	0	1	0	0	0
ENSMUSG00000100764.2	Gm29155	0	0	1	0	0	0	1	0
ENSMUSG00000100635.2	Gm29157	0	0	0	0	0	0	0	0
ENSMUSG00000100480.2	Gm29156	0	0	0	0	0	0	0	0
ENSMUSG00000057363.13	Uxs1	14	13	19.50	21	47	17	15	24
ENSMUSG00000090243.2	Gm16103	0	0	0	0	0	0	0	0
ENSMUSG00000100701.2	Gm19587	0	0	0	0	0	0	0	0
ENSMUSG00000101395.2	Gm8241	0	0	0	0	0	0	0	0
ENSMUSG00000088848.3	Gm26352	0	0	0	0	0	0	0	0
ENSMUSG00002075225.1	Gm54687	0	0	0	0	0	0	0	0
ENSMUSG00000120105.1	ENSMUSG00000120105	0.50	3.50	1	0	2.50	2.50	2.50	0.50
ENSMUSG00000041763.15	Tpp2	40.50	60.50	56	58	40.50	54.50	42.50	34.50
ENSMUSG00000047343.5	Mettl21c	1	0	0	0	56	18	19	16
ENSMUSG00000090106.2	Gm15838	0	0	0	0	0	0	0	0
ENSMUSG00000091844.3	Gm8251	0	2	2	2	0	0	0	0
ENSMUSG00000026049.12	Tex30	8	11.00	13	10.50	8	18.50	5	8
ENSMUSG00000101104.7	Gm29247	1	2	3.50	1.50	2	3	1.50	2
ENSMUSG00000026047.14	Poglut2	5	3	6.50	3	8	8.50	3.50	4
ENSMUSG00000041684.12	Bivm	14	13	11	13	14	16	11	11
ENSMUSG00000026048.17	Ercc5	41	27	44	29	25	33	16	31
ENSMUSG00000046828.4	Mettl21e	1	0	3	0	6	5	2	0
ENSMUSG00000089703.2	Gm15833	0	0	0	0	0	0	0	0
ENSMUSG00000100966.2	Gm5700	0	0	0	0	0	0	0	0
ENSMUSG00000100769.2	Gm28893	0	0	0	0	0	0	0	0
ENSMUSG00000101567.2	Txn-ps1	0	8	5	9	10	13	5	5
ENSMUSG00000056870.10	Gulp1	6	4	5	8	4	5	5	3
ENSMUSG00000102319.2	Gm37626	5	0	2	2	3	0	2	2
ENSMUSG00000089877.2	Gm16102	0	0	0	0	0	0	0	0
ENSMUSG00000101701.2	4930521E06Rik	0	0	1	0	1	0	0	0
ENSMUSG00000103071.2	Gm38110	0	0	0	0	0	0	0	0
ENSMUSG00000100434.2	Gm3489	0	0	0	0	0	0	0	0
ENSMUSG00000100013.2	Gm19480	0	0	0	0	0	0	0	0
ENSMUSG00000101251.2	Gm3496	0	0	0	0	0	0	0	0
ENSMUSG00000101937.2	Gm5268	0	0	0	0	0	0	0	0
ENSMUSG00000026043.19	Col3a1	160	137	224	190	1562	1072	382	785
ENSMUSG00002074901.1	Gm54819	0	0	0	0	0	0	0	0
ENSMUSG00000026042.17	Col5a2	22	23	33	23	213	116	69	67
ENSMUSG00000104476.2	Gm38211	9	1	2	0	16	3	0	2
ENSMUSG00000100218.2	Gm8296	0	0	0	0	0	0	0	0
ENSMUSG00000100361.2	Gm7063	0	0	0	0	0	0	0	0
ENSMUSG00000100894.2	Gm8304	0	0	0	0	0	0	0	0
ENSMUSG00000119267.1	Gm23216	0	0	0	0	0	0	0	0
ENSMUSG00000065255.3	Gm23974	0	0	0	0	0	0	0	0
ENSMUSG00000100843.2	Gm8307	0	0	0	0	0	0	0	0
ENSMUSG00000087764.3	Gm23984	0	0	0	0	0	0	0	0
ENSMUSG00000025995.17	Wdr75	29	28	55	43	27	49	34	28
ENSMUSG00000099850.2	Gm28906	0	0	0	0	0	0	0	0
ENSMUSG00000084817.4	Gm5526	91.78	70.42	80.20	59.65	192.33	87.95	85.45	147.90
ENSMUSG00000121041.1	ENSMUSG00000121041	0	0	0	0	0	0	0	0
ENSMUSG00000098549.3	Gm5269	0	0	0	0	0	0	0	0
ENSMUSG00000099381.2	Gm18303	0	0	0	0	0	0	0	0
ENSMUSG00000025993.11	Slc40a1	63	61.00	52	58	33	60	58.00	58
ENSMUSG00000099946.2	Gm9496	0	0	0	0	0	0	0	0
ENSMUSG00000070896.3	Rpl23a-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000090682.5	Gm3852	0	0	0	0	0	0	0	0
ENSMUSG00000044457.9	Stk-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000099432.2	Gm18849	0	0	0	0	0	0	0	0
ENSMUSG00000041144.13	Dnah7b	1.50	0	0	0	0	0	1	0
ENSMUSG00000119743.1	n-R5s211	0	0	0	0	0	0	0	0
ENSMUSG00000101262.2	Gm8326	0	1	0.33	0	0	0	0	0
ENSMUSG00000101337.7	Dnah7c	1	0	0	0	0.50	0	0	0
ENSMUSG00000025986.7	Slc39a10	14	19	18	7	21.50	13.00	8	6
ENSMUSG00000100213.2	Gm28151	13	11	9	9	8	4	9	10.00
ENSMUSG00000103129.2	Gm37393	0	0	0	0	0	0	0	0
ENSMUSG00000100160.2	Gm28527	0	0	0	0	0	0	0	0
ENSMUSG00000101921.2	Gm28825	0	0	0	0	0	0	0	0
ENSMUSG00000101447.2	Gm28826	0	0	0	0	0	0	0	0
ENSMUSG00000081185.2	Gm4852	0	0.83	0	3	0.67	0	0	2.00
ENSMUSG00000103246.2	Gm38090	0	0	0	0	0	0	0	0
ENSMUSG00000098876.3	Mir6350	0	0	0	0	0	0	0	0
ENSMUSG00000100530.2	Gm18117	0	0	0	0	0	0	0	0
ENSMUSG00000104067.2	Gm37196	0	0	0	0	0	0	0	0
